Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID	ce_id	timid	timespan
Iran foreign minister	010	Make public statement	EU's Borrell	a999dd8aebe2a6f7f9f18473b89ec309	[0:0:0]	14110	4336	2565	50
Iran legislator	016	Reject accusation, deny responsibility	Government of Iran	a999dd8aebe2a6f7f9f18473b89ec309	[2:3:6]	14113	4336	2565	50
Iran foreign minister	015	Non-apologetically acknowledge or claim responsibility	EU's Borrell	a999dd8aebe2a6f7f9f18473b89ec309	[5:15:16]	14115	4336	2565	50
Iran negotiator Ali Bagheri	046	Engage in negotiation	other JCPOA parties	d1003b42be0c9ca6e052a174f4d23ba6	[1:0:2]	27298	4336	2565	50
Iran negotiator Ali Bagheri	044	Meet at a third location	EU official Enrique Mora	c0aa3e0edaea7190ef4676ebb296ac82	[5:13:16]	27082	4336	2566	50
Hossein Amirabdollahian	012	Make pessimistic comment	The United States	784e02d8297216c6d026d3b265b2b745	[3:6:9]	19448	4336	2567	50
France	061	Cooperate economically	The United States	784e02d8297216c6d026d3b265b2b745	[4:10:12]	24656	4336	2567	50
Germany	061	Cooperate economically	The United States	784e02d8297216c6d026d3b265b2b745	[4:10:12]	24657	4336	2567	50
United Kingdom	061	Cooperate economically	The United States	784e02d8297216c6d026d3b265b2b745	[4:10:12]	24658	4336	2567	50
Hossein Amir-Abdollahian	0314	Express intent to cooperate on intelligence or information sharing	Vienna Talks	6e880af5508726f5dbf7bb5c99205c63	[1:0:2]	15714	4336	2568	50
Diplomat	013	Make optimistic comment	Vienna Talks	6e880af5508726f5dbf7bb5c99205c63	[2:3:5]	15715	4336	2568	50
Foreign Minister Wang Yi	013	Make optimistic comment	Vienna Talks	6e880af5508726f5dbf7bb5c99205c63	[4:9:13]	15716	4336	2568	50
China	032	Express intent to engage in diplomatic cooperation	Vienna Talks	6e880af5508726f5dbf7bb5c99205c63	[3:6:8]	31933	4336	2568	50
Tehran	105	Demand that target yield or concede	The International Atomic Energy Agency	998cfdc414ac6c9a4c00f8a431aecb48	[4:15:16]	20825	4336	2570	50
Hossein Amirabdollahian	013	Make optimistic comment	Nuclear agreement	574c6fb7d12fce01745392ba9b8f9127	[5:13:16]	13458	4336	2571	50
The International Atomic Energy Agency	093	Investigate military action	Iran nuclear program	574c6fb7d12fce01745392ba9b8f9127	[4:9:12]	20194	4336	2571	50
IAEA Director General	042	Make a visit	Tehran	574c6fb7d12fce01745392ba9b8f9127	[4:9:12]	27058	4336	2571	50
Hossein Amirabdollahian	041	Discuss by telephone	EU's Borrell	574c6fb7d12fce01745392ba9b8f9127	[5:13:16]	27059	4336	2571	50
Antony Blinken	044	Meet at a third location	Yair Lapid	ddc02fe3261e6c04381407f245699c22	[1:0:3]	27479	4336	2573	50
Rafael Gross	042	Make a visit	Iran officials	ddc02fe3261e6c04381407f245699c22	[5:18:19]	27480	4336	2573	50
Yair Lapid	037	Express intent to settle dispute	The United States	ddc02fe3261e6c04381407f245699c22	[2:4:6]	31646	4336	2573	50
The United States	036	Express intent to meet or negotiate	Israel	ddc02fe3261e6c04381407f245699c22	[3:7:11]	31647	4336	2573	50
Hossein Amirabdollahian	041	Discuss by telephone	Russia foreign minister Sergei Lavrov	3760f5935f6a61fd7b7577d1ce46336c	[3:7:10]	26985	4336	2574	50
Iran negotiator Ali Bagheri	040	Consult or meet	Tehran	643a770268e83c747e27372efa47135e	[2:4:7]	28208	4336	2574	50
Russia foreign minister Sergei Lavrov	1212	Reject military cooperation	Antony Blinken	3760f5935f6a61fd7b7577d1ce46336c	[3:7:10]	37883	4336	2574	50
Russia foreign minister Sergei Lavrov	105	Demand that target yield or concede	The United States	bd33ede5632eaf94ad29af3843c683bd	[3:6:8]	20903	4336	2575	50
Hossein Amirabdollahian	041	Discuss by telephone	Russia foreign minister Sergei Lavrov	bd33ede5632eaf94ad29af3843c683bd	[3:6:8]	27126	4336	2575	50
Iranian President Ebrahim Raeisi	013	Make optimistic comment	JCPOA parties	04804aba9b50d3d96dca87c902e10bee	[4:9:11]	13838	4336	2576	50
EU High Representative and Vice-President Josep Borrell	013	Make optimistic comment	Israel	04804aba9b50d3d96dca87c902e10bee	[5:12:15]	13839	4336	2576	50
Head of Iran's Atomic Energy Organization Ali-Akbar Salehi	044	Meet at a third location	EU coordinator Enrique Mora	04804aba9b50d3d96dca87c902e10bee	[6:16:17]	27241	4336	2576	50
EU coordinator Enrique Mora	1123	Accuse of aggression	Head of Iran's Atomic Energy Organization Ali-Akbar Salehi	04804aba9b50d3d96dca87c902e10bee	[6:16:17]	27242	4336	2576	50
President Biden	013	Make optimistic comment	Russia	6ec74da38682ccb479358d42024cead1	[1:0:3]	17658	4336	2577	50
Josep Borrell	1053	Demand release of persons or property	ViennaTalks	6ec74da38682ccb479358d42024cead1	[2:4:6]	17659	4336	2577	50
Russia	100	Demand or order	relief from sanctions	ddef20eb0117e928e37d6919fa2d7c37	[0:0:0]	21378	4336	2577	50
Russia	0312	Express intent to cooperate militarily	The United States	6ec74da38682ccb479358d42024cead1	[1:0:3]	39135	4336	2577	50
President Volodymyr Zelensky	111	Criticize or denounce	Russia	1e90936e2915777cf52c94e7676ff535	[3:4:5]	11434	4352	2540	41
Lloyd Austin	0832	Accede to demands for change in policy	Abu Dhabi	1e90936e2915777cf52c94e7676ff535	[2:3:3]	17956	4352	2540	41
Prime Minister Boris Johnson	014	Consider policy option	Russia	1e90936e2915777cf52c94e7676ff535	[3:4:5]	17957	4352	2540	41
The United States	062	Cooperate militarily	United Arab Emirates	1e90936e2915777cf52c94e7676ff535	[2:3:3]	24057	4352	2540	41
Yemen troops	195	Employ aerial weapons	Abu Dhabi	1e90936e2915777cf52c94e7676ff535	[2:3:3]	26502	4352	2540	41
Prime Minister Boris Johnson	042	Make a visit	President Volodymyr Zelensky	1e90936e2915777cf52c94e7676ff535	[3:4:5]	28930	4352	2540	41
The United States	072	Provide military aid	United Arab Emirates	1e90936e2915777cf52c94e7676ff535	[2:3:3]	30886	4352	2540	41
Yemen troops	1411	Demonstrate or rally for leadership change	United Arab Emirates	1e90936e2915777cf52c94e7676ff535	[2:3:3]	36066	4352	2540	41
Britain	132	Threaten with administrative sanctions	Russia	1e90936e2915777cf52c94e7676ff535	[3:4:5]	36067	4352	2540	41
Palestinians	113	Mobilize and rally opposition against	Israel relations	0488abb815ceab9fb02d5ebd07adaaf7	[2:2:3]	9915	4352	2542	41
China	050	Engage in diplomatic cooperation	Russia	0488abb815ceab9fb02d5ebd07adaaf7	[1:0:1]	37051	4352	2542	41
Taiwan	016	Reject accusation, deny responsibility	The United States	75013200bc4ecbfcd893e390f0215c51	[3:4:5]	13822	4352	2546	41
Foreign Minister Wang Yi	013	Make optimistic comment	The United States	2aed96e16b8a4f33c338c3353ec8555a	[1:0:1]	18167	4352	2546	41
Vladimir Putin	012	Make pessimistic comment	Ukraine	2aed96e16b8a4f33c338c3353ec8555a	[2:2:3]	18168	4352	2546	41
Tesco	012	Make pessimistic comment	United Kingdom	2aed96e16b8a4f33c338c3353ec8555a	[3:4:5]	18169	4352	2546	41
Bank of England	012	Make pessimistic comment	United Kingdom	2aed96e16b8a4f33c338c3353ec8555a	[3:4:5]	18170	4352	2546	41
French President Emmanuel Macron	043	Host a visit	Vladimir Putin	2aed96e16b8a4f33c338c3353ec8555a	[2:2:3]	29023	4352	2546	41
The United States	072	Provide military aid	Taiwan	75013200bc4ecbfcd893e390f0215c51	[3:4:5]	30072	4352	2546	41
Republican senators	131	Threaten non-force	President Biden	75013200bc4ecbfcd893e390f0215c51	[2:2:3]	35558	4352	2546	41
China	138	Threaten with military force	The United States	75013200bc4ecbfcd893e390f0215c51	[3:4:5]	35560	4352	2546	41
Congressional Republicans	1121	Accuse of crime, corruption	US Biden administration	dc37bccea61d9d04126a3cb808f3b502	[1:0:1]	10204	4352	2547	41
US Special Envoy for Iran	040	Consult or meet	Congressional Republicans	dc37bccea61d9d04126a3cb808f3b502	[1:0:1]	27921	4352	2547	41
Canada's Prime Minister Justin Trudeau	111	Criticize or denounce	protesters	1ab15e8109429c2600705ac456c2c5f1	[3:5:5]	10776	4352	2548	41
The United States	111	Criticize or denounce	protesters	1ab15e8109429c2600705ac456c2c5f1	[3:5:5]	10777	4352	2548	41
President Hassan Rouhani	111	Criticize or denounce	US Biden administration	142d18884709621df7faceed015f5da9	[1:0:1]	11982	4352	2548	41
President Hassan Rouhani	111	Criticize or denounce	Washington	142d18884709621df7faceed015f5da9	[1:0:1]	11983	4352	2548	41
Syria	111	Criticize or denounce	Israel's missile strike	142d18884709621df7faceed015f5da9	[3:5:5]	11984	4352	2548	41
Yemeni Armed Forces	015	Non-apologetically acknowledge or claim responsibility	surface-to-air missile	142d18884709621df7faceed015f5da9	[2:2:4]	19142	4352	2548	41
Yemen troops	195	Employ aerial weapons	Saudi spy drone	142d18884709621df7faceed015f5da9	[2:2:4]	26618	4352	2548	41
Israel	195	Employ aerial weapons	Qudsayya City	142d18884709621df7faceed015f5da9	[3:5:5]	26619	4352	2548	41
Iranian President Ebrahim Raeisi	041	Discuss by telephone	Fumio Kishida	1ab15e8109429c2600705ac456c2c5f1	[1:0:1]	28355	4352	2548	41
protesters	144	Obstruct passage, block	Canada	1ab15e8109429c2600705ac456c2c5f1	[3:5:5]	33326	4352	2548	41
protesters	160	Reduce relations	The United States	1ab15e8109429c2600705ac456c2c5f1	[3:5:5]	33957	4352	2548	41
US president	016	Reject accusation, deny responsibility	Taliban	1df5b9248860c9f77327cd0fcd07b287	[1:0:3]	18775	4352	2550	41
US administration official	012	Make pessimistic comment	Afghanistan	1df5b9248860c9f77327cd0fcd07b287	[1:0:3]	18777	4352	2550	41
Russia	016	Reject accusation, deny responsibility	Ukraine	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	18778	4352	2550	41
Ben Wallace	016	Reject accusation, deny responsibility	Russia	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	18779	4352	2550	41
Russian Defense Minister Sergei Shoigu	0242	Appeal for policy change	Ukraine	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	18780	4352	2550	41
Russian Defense Minister Sergei Shoigu	042	Make a visit	Ben Wallace	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	29219	4352	2550	41
Ben Wallace	043	Host a visit	Russian Defense Minister Sergei Shoigu	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	29220	4352	2550	41
Islamic Jihad	016	Reject accusation, deny responsibility	Bahrain	1eeeb0bb72117501d7a352a919f70fbe	[2:2:5]	17336	4352	2553	41
Germany	042	Make a visit	Russia	ed2018d61e2b16d1e86c552689ac6b8e	[1:0:1]	28057	4352	2553	41
German Chancellor Olaf Scholz	042	Make a visit	Vladimir Putin	ed2018d61e2b16d1e86c552689ac6b8e	[1:0:1]	28058	4352	2553	41
PM of Israel (@IsraeliPM)	042	Make a visit	Bahrain	1eeeb0bb72117501d7a352a919f70fbe	[2:2:5]	28683	4352	2553	41
Protesters	113	Mobilize and rally opposition against	Israeli regime	b373c520fd0a5877fc3cdcf625cdc2cb	[2:2:3]	11276	4352	2554	41
Israeli Prime Minister Naftali Bennett	042	Make a visit	Prince Khalid bin Salman	b373c520fd0a5877fc3cdcf625cdc2cb	[2:2:3]	28785	4352	2554	41
Protesters	145	Protest violently, riot	Israel	b373c520fd0a5877fc3cdcf625cdc2cb	[2:2:3]	33437	4352	2554	41
Ottawa's police chief	083	Accede to requests or demands for political reform	Critics	b373c520fd0a5877fc3cdcf625cdc2cb	[3:4:5]	36511	4352	2554	41
Iranian President Ebrahim Raeisi	013	Make optimistic comment	French President Emmanuel Macron	44925c6baba24e2495a0c8d298e26c9e	[1:0:1]	15872	4352	2558	41
French President Emmanuel Macron	013	Make optimistic comment	Iranian President Ebrahim Raeisi	44925c6baba24e2495a0c8d298e26c9e	[1:0:1]	15873	4352	2558	41
Police	195	Employ aerial weapons	Protesters	44925c6baba24e2495a0c8d298e26c9e	[2:2:3]	26269	4352	2558	41
Protesters	145	Protest violently, riot	Canadian government	44925c6baba24e2495a0c8d298e26c9e	[2:2:3]	33245	4352	2558	41
Iranian President Ebrahim Raeisi	132	Threaten with administrative sanctions	unspecified actors	44925c6baba24e2495a0c8d298e26c9e	[1:0:1]	35820	4352	2558	41
Russia	111	Criticize or denounce	Ukraine	f28282c80631f9467bd8059dd921d584	[3:4:5]	10845	4352	2559	41
Iran's president	014	Consider policy option	2015 Joint Comprehensive Plan of Action	f28282c80631f9467bd8059dd921d584	[1:0:1]	16707	4352	2559	41
United Nations	094	Investigate war crimes	Palestinian territories	f28282c80631f9467bd8059dd921d584	[2:2:3]	20473	4352	2559	41
Ukrainian troops	194	Fight with artillery and tanks	Pro-Russian forces in eastern Ukraine	f28282c80631f9467bd8059dd921d584	[3:4:5]	26367	4352	2559	41
Putin	112	Accuse	West's actions	4276a95532c2ed9e83d9482aa6349b50	[1:0:1]	10863	4352	2560	41
Wang Yi	010	Make public statement	The United States	4276a95532c2ed9e83d9482aa6349b50	[3:4:5]	16760	4352	2560	41
Vladimir Putin	105	Demand that target yield or concede	Kiev	4276a95532c2ed9e83d9482aa6349b50	[1:0:1]	21351	4352	2560	41
The United States	060	Engage in material cooperation	Taiwan	4276a95532c2ed9e83d9482aa6349b50	[3:4:5]	23535	4352	2560	41
Vladimir Putin	014	Consider policy option	NATO's expansion	32361db3e7fda9d749322cfea11751a8	[1:0:1]	17660	4352	2562	41
President Volodymyr Zelensky	013	Make optimistic comment	Ukraine's readiness and imposition of martial law	32361db3e7fda9d749322cfea11751a8	[1:0:1]	17661	4352	2562	41
Vladimir Putin	0351	Express intent to ease administrative sanctions	Ukraine	32361db3e7fda9d749322cfea11751a8	[1:0:1]	36030	4352	2562	41
Russia	060	Engage in material cooperation	Kherson	3331c2a5f9ad9e55d09f74274d201e51	[1:0:1]	24681	4352	2569	41
Ansarullah leader	060	Engage in material cooperation	UAE	3331c2a5f9ad9e55d09f74274d201e51	[3:4:5]	24682	4352	2569	41
Russia	192	Occupy territory	Ukraine	3331c2a5f9ad9e55d09f74274d201e51	[1:0:1]	26648	4352	2569	41
Iran's supreme leader aide Ali Shamkhani	111	Criticize or denounce	Israel	02cdd9089cf31961cb61bfc3920c1225	[2:2:3]	12374	4352	2571	41
Rafael Grossi	013	Make optimistic comment	Unspecified audience	02cdd9089cf31961cb61bfc3920c1225	[1:0:1]	19845	4352	2571	41
Saudi Crown Prince Mohammed bin Salman	015	Non-apologetically acknowledge or claim responsibility	Unspecified audience	02cdd9089cf31961cb61bfc3920c1225	[2:2:3]	19846	4352	2571	41
Iran's supreme leader aide Ali Shamkhani	012	Make pessimistic comment	Unspecified audience	02cdd9089cf31961cb61bfc3920c1225	[2:2:3]	19847	4352	2571	41
Rafael Grossi	0311	Express intent to cooperate economically	Head of Iran’s atomic energy organization Mohammad Eslami	02cdd9089cf31961cb61bfc3920c1225	[1:0:1]	29678	4352	2571	41
Saudi Crown Prince Mohammed bin Salman	030	Express intent to cooperate	Israel	02cdd9089cf31961cb61bfc3920c1225	[2:2:3]	32800	4352	2571	41
Russia	012	Make pessimistic comment	Global Market	aaa7848ad9a9781709ddcd6fc15cf600	[1:0:1]	16978	4352	2574	41
Mevlut Cavusoglu	039	Express intent to mediate	Ukraine	aaa7848ad9a9781709ddcd6fc15cf600	[2:2:3]	32186	4352	2574	41
Russia	132	Threaten with administrative sanctions	Germany	aaa7848ad9a9781709ddcd6fc15cf600	[1:0:1]	35948	4352	2574	41
Meta	113	Mobilize and rally opposition against	Russian Forces	bba55b7e8616af8246fcdf74cbd247b8	[1:0:1]	12131	4352	2578	41
YouTube	060	Engage in material cooperation	Russian government funded media	bba55b7e8616af8246fcdf74cbd247b8	[1:0:1]	24634	4352	2578	41
Moscow	128	Defy norms, law	Instagram	bba55b7e8616af8246fcdf74cbd247b8	[1:0:1]	25708	4352	2578	41
Israel	1384	Threaten to use conventional attack	Military advisors in Syria	bba55b7e8616af8246fcdf74cbd247b8	[3:4:5]	26641	4352	2578	41
Russian Forces	062	Cooperate militarily	Kiev	2558e889058a21b01c9d4b0af201ed3a	[2:2:3]	22046	4352	2579	41
Iran's Revolutionary Guard	195	Employ aerial weapons	strategic Israeli center in Erbil	2558e889058a21b01c9d4b0af201ed3a	[1:0:1]	25861	4352	2579	41
Russian Military	195	Employ aerial weapons	military facility near the border with Poland	2558e889058a21b01c9d4b0af201ed3a	[2:2:3]	25862	4352	2579	41
Russian Military	195	Employ aerial weapons	Mykolayiv	2558e889058a21b01c9d4b0af201ed3a	[2:2:3]	25863	4352	2579	41
Iran's Revolutionary Guard	138	Threaten with military force	Israel	2558e889058a21b01c9d4b0af201ed3a	[1:0:1]	35455	4352	2579	41
Ukraine	114	Complain officially with written or institutionalized behaviors	Russia	beea6a3e6c9e9340fead16b9de958f50	[1:0:1]	9469	4352	2580	41
Russia	013	Make optimistic comment	Ukraine	beea6a3e6c9e9340fead16b9de958f50	[1:0:1]	14175	4352	2580	41
Ukraine	125	Reject proposal to meet, discuss, or negotiate	Russia	beea6a3e6c9e9340fead16b9de958f50	[1:0:1]	25146	4352	2580	41
Russia	046	Engage in negotiation	Ukraine	beea6a3e6c9e9340fead16b9de958f50	[1:0:1]	27387	4352	2580	41
Iran foreign minister	016	Reject accusation, deny responsibility	Western allegations	d3df8779a2c14a6d41f921bec35dc2b9	[1:0:1]	16087	4352	2581	41
Palestinian governor	018	Make empathetic comment	International Community	d3df8779a2c14a6d41f921bec35dc2b9	[3:4:5]	16092	4352	2581	41
Russian Forces	1622	Reduce or stop military assistance	Kiev	d3df8779a2c14a6d41f921bec35dc2b9	[2:2:3]	26288	4352	2581	41
Russian Military	195	Employ aerial weapons	apartment block in Kiev	d3df8779a2c14a6d41f921bec35dc2b9	[2:2:3]	26289	4352	2581	41
Russian Military	192	Occupy territory	southern region of Kherson	d3df8779a2c14a6d41f921bec35dc2b9	[2:2:3]	26290	4352	2581	41
Israeli military forces	193	Fight with small arms and light weapons	Palestinian	d3df8779a2c14a6d41f921bec35dc2b9	[3:4:5]	26291	4352	2581	41
France	042	Make a visit	Abbas	c2dd7845f38c4d1e2feda0159fa4922a	[4:8:9]	1636	465	344	41
Palestinians	046	Engage in negotiation	UN Security Council	9bf1d0f3d630a2f9142ba5a743058cc8	[3:9:11]	1970	465	344	41
Ambassador to the U.N.	040	Consult or meet	Security Council members	9bf1d0f3d630a2f9142ba5a743058cc8	[4:12:15]	1971	465	344	41
Riyad al-Malki	042	Make a visit	France	6348cff5c132f1f66a5d0c82e0a8d9c3	[3:8:11]	2104	465	344	41
Palestinians	013	Make optimistic comment	UN campaign	1244bd35e3580afe5f1b61176f3c493b	[4:11:13]	3118	465	344	41
France	010	Make public statement	Palestinian State	1da71882e8be6825e417d780f90da371	[0:0:0]	4232	465	344	41
France	1123	Accuse of aggression	Palestinians	9bf1d0f3d630a2f9142ba5a743058cc8	[1:0:4]	4243	465	344	41
France	019	Express accord	Palestinians	9bf1d0f3d630a2f9142ba5a743058cc8	[2:5:8]	4244	465	344	41
France	014	Consider policy option	Palestinian government	27477a9aaa079729c9653f5b3dac5fd4	[1:0:3]	4461	465	344	41
France	013	Make optimistic comment	Palestinian government	27477a9aaa079729c9653f5b3dac5fd4	[3:8:11]	4462	465	344	41
French Foreign Minister Laurent Fabius	019	Express accord	two-state solution	6348cff5c132f1f66a5d0c82e0a8d9c3	[1:0:3]	4517	465	344	41
French Foreign Minister Laurent Fabius	0311	Express intent to cooperate economically	Israel	6348cff5c132f1f66a5d0c82e0a8d9c3	[1:0:3]	4518	465	344	41
France	036	Express intent to meet or negotiate	International peace conference	c2dd7845f38c4d1e2feda0159fa4922a	[1:0:2]	5066	465	344	41
United Nations Secretary-General	1384	Threaten to use conventional attack	Israel	27477a9aaa079729c9653f5b3dac5fd4	[2:4:7]	6472	465	344	41
France	139	Give ultimatum	Israel	9bf1d0f3d630a2f9142ba5a743058cc8	[0:0:0]	6846	465	344	41
France	134	Threaten to halt negotiations	Israel	27477a9aaa079729c9653f5b3dac5fd4	[1:0:3]	6871	465	344	41
France	028	Appeal to others to engage in or accept mediation	The United States	27477a9aaa079729c9653f5b3dac5fd4	[2:4:7]	7019	465	344	41
Israeli military forces	183	Conduct suicide, car, or other non-military bombing	Palestinians	1244bd35e3580afe5f1b61176f3c493b	[2:3:6]	7909	465	344	41
Palestinians	140	Engage in political dissent	Israeli settlements	9bf1d0f3d630a2f9142ba5a743058cc8	[3:9:11]	8078	465	344	41
Israel	125	Reject proposal to meet, discuss, or negotiate	France	27477a9aaa079729c9653f5b3dac5fd4	[5:17:19]	8588	465	344	41
An unnamed Israeli official	125	Reject proposal to meet, discuss, or negotiate	Peace plan	6348cff5c132f1f66a5d0c82e0a8d9c3	[2:4:7]	8596	465	344	41
Palestinian envoy Riyad Mansour	044	Meet at a third location	UN Security Council	b4f3d5c275ffe1d07675c21e040d804f	[4:12:14]	1819	465	345	41
Palestinian envoy Riyad Mansour	013	Make optimistic comment	Revive peace prospects campaign	706ccf84e7950429ca16e2c152952b5f	[2:4:7]	3344	465	345	41
United Nations Secretary-General	014	Consider policy option	Israeli settlement building	b4f3d5c275ffe1d07675c21e040d804f	[4:12:14]	4016	465	345	41
Abbas	013	Make optimistic comment	France	6c92825759157e0bedf0106bada0092c	[0:0:0]	4119	465	345	41
Abbas	016	Reject accusation, deny responsibility	Israel	6c92825759157e0bedf0106bada0092c	[1:0:2]	4120	465	345	41
France	014	Consider policy option	Palestinian government	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[1:0:3]	4481	465	345	41
Nabil Abu Rudainah	013	Make optimistic comment	France	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[3:8:10]	4483	465	345	41
French Foreign Minister Laurent Fabius	014	Consider policy option	two-state solution	c07cedacdd2b08378c09fecf9c0f340b	[1:0:2]	4630	465	345	41
Senior Official	014	Consider policy option	two-state solution	c07cedacdd2b08378c09fecf9c0f340b	[3:6:9]	4633	465	345	41
France	035	Express intent to yield or concede	Palestinian government	b4f3d5c275ffe1d07675c21e040d804f	[1:0:4]	5123	465	345	41
France	032	Express intent to engage in diplomatic cooperation	Palestine	6c92825759157e0bedf0106bada0092c	[1:0:2]	5145	465	345	41
Tzipi Livni	034	Express intent to institute political reform	Israel	6c92825759157e0bedf0106bada0092c	[4:11:14]	5146	465	345	41
France	032	Express intent to engage in diplomatic cooperation	Israel and Palestine	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[1:0:3]	5251	465	345	41
United Nations Secretary-General	111	Criticize or denounce	Israel	9bea38d91f3832f7628b5401209e9872	[1:0:0]	6172	465	345	41
Abbas	111	Criticize or denounce	Israel	6c92825759157e0bedf0106bada0092c	[1:0:2]	6265	465	345	41
Zehava Galon	111	Criticize or denounce	Benjamin Netanyahu	6c92825759157e0bedf0106bada0092c	[4:11:14]	6266	465	345	41
France	134	Threaten to halt negotiations	Israel	9bea38d91f3832f7628b5401209e9872	[0:0:0]	6821	465	345	41
France	139	Give ultimatum	Israel	6c92825759157e0bedf0106bada0092c	[1:0:2]	6838	465	345	41
Abbas	138	Threaten with military force	Israel	6c92825759157e0bedf0106bada0092c	[3:7:10]	6839	465	345	41
France	134	Threaten to halt negotiations	Palestinian government	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[0:0:0]	6873	465	345	41
French Foreign Minister Laurent Fabius	134	Threaten to halt negotiations	Palestinian government	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[2:4:7]	6874	465	345	41
Palestinians	105	Demand that target yield or concede	Israel	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[3:8:10]	7271	465	345	41
French Assembly and Senate	083	Accede to requests or demands for political reform	Palestine	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[3:8:10]	7385	465	345	41
Palestinian envoy Riyad Mansour	053	Rally support on behalf of	UN Security Council	706ccf84e7950429ca16e2c152952b5f	[2:4:7]	7497	465	345	41
Abbas	127	Reject plan, agreement to settle dispute	Israel	6c92825759157e0bedf0106bada0092c	[2:3:6]	8541	465	345	41
Hamas and Mohammed Dahlan	127	Reject plan, agreement to settle dispute	France	6c92825759157e0bedf0106bada0092c	[3:7:10]	8542	465	345	41
The United States	125	Reject proposal to meet, discuss, or negotiate	France	6c92825759157e0bedf0106bada0092c	[5:15:18]	8543	465	345	41
Israel	125	Reject proposal to meet, discuss, or negotiate	France's proposal	c07cedacdd2b08378c09fecf9c0f340b	[2:3:5]	8610	465	345	41
Hamas and Mohammed Dahlan	060	Engage in material cooperation	Gaza tunnels	1b1823f5eb6f7a02b8e79e7aaa452a88	[7:21:22]	120	465	346	41
Israeli military forces	062	Cooperate militarily	Beit El assailant	ff968c7cf9315a638c3881e60172dcbd	[5:19:21]	581	465	346	41
France	071	Provide economic aid	Palestine	df2c0ca971fb69fe0455081538ee3146	[4:13:17]	2406	465	346	41
Sweden	071	Provide economic aid	Palestine	ff968c7cf9315a638c3881e60172dcbd	[6:22:23]	2492	465	346	41
France	014	Consider policy option	State of Palestine	1b1823f5eb6f7a02b8e79e7aaa452a88	[1:0:2]	2951	465	346	41
French Foreign Minister Laurent Fabius	0311	Express intent to cooperate economically	State of Palestine	1b1823f5eb6f7a02b8e79e7aaa452a88	[4:9:12]	2953	465	346	41
Palestinian	017	Engage in symbolic act	Palestine	df2c0ca971fb69fe0455081538ee3146	[1:0:3]	3377	465	346	41
French Foreign Minister Laurent Fabius	016	Reject accusation, deny responsibility	Peace plan	ff968c7cf9315a638c3881e60172dcbd	[1:0:3]	3774	465	346	41
Benjamin Netanyahu	014	Consider policy option	International Conference	ff968c7cf9315a638c3881e60172dcbd	[2:4:6]	3775	465	346	41
France	1054	Demand easing of economic sanctions, boycott, or embargo	Israel	df2c0ca971fb69fe0455081538ee3146	[2:4:7]	5014	465	346	41
France	036	Express intent to meet or negotiate	Palestine	df2c0ca971fb69fe0455081538ee3146	[2:4:7]	5015	465	346	41
Israel	030	Express intent to cooperate	Palestinians	dcf57df3bed30121c35f661f321df451	[0:0:0]	5026	465	346	41
Palestinian officials	110	Verbally disapprove	Israeli military forces	4007cf1241a1d9c48ad969a167f696b2	[2:4:7]	5477	465	346	41
United Nations Secretary-General	111	Criticize or denounce	Israel	df2c0ca971fb69fe0455081538ee3146	[2:4:7]	5809	465	346	41
Israeli official	111	Criticize or denounce	France	df2c0ca971fb69fe0455081538ee3146	[4:13:17]	5810	465	346	41
Benjamin Netanyahu	111	Criticize or denounce	Peace plan	ff968c7cf9315a638c3881e60172dcbd	[1:0:3]	6081	465	346	41
Israel	111	Criticize or denounce	The United States	ff968c7cf9315a638c3881e60172dcbd	[4:11:18]	6083	465	346	41
The United States	111	Criticize or denounce	Benjamin Netanyahu	ff968c7cf9315a638c3881e60172dcbd	[4:11:18]	6085	465	346	41
France	139	Give ultimatum	Israel	df2c0ca971fb69fe0455081538ee3146	[0:0:0]	6758	465	346	41
Palestinian Authority chief Mahmoud Abbas	024	Appeal for political reform	International Community	0259ab6b6439a9d199f4f124643882bd	[1:0:3]	6937	465	346	41
Palestinian Authority chief Mahmoud Abbas	107	Demand settling of dispute	UN Security Council	0259ab6b6439a9d199f4f124643882bd	[1:0:3]	7101	465	346	41
Sweden	1411	Demonstrate or rally for leadership change	Palestine	dcf57df3bed30121c35f661f321df451	[5:20:22]	7503	465	346	41
Israel	093	Investigate military action	Gaza tunnels	1b1823f5eb6f7a02b8e79e7aaa452a88	[7:21:22]	8135	465	346	41
Binyamin Netanyahu	114	Complain officially with written or institutionalized behaviors	Peace plan	ac3302b45fc134a2ff1bef56794c9f4f	[2:3:6]	6206	465	347	41
French Foreign Minister Laurent Fabius	027	Appeal to others to settle dispute	International peace conference	ac3302b45fc134a2ff1bef56794c9f4f	[2:3:6]	6972	465	347	41
